카드ID,카드이름,카드사,국내연회비,해외연회비,주요혜택
62,글로벌쇼핑 삼성카드 5v2,삼성카드,,"18,000","해외직구: 해외 쇼핑 특화 서비스
적립: 백화점, 할인점, 병원, 약국 등 1% 빅포인트 적립
카페/디저트: 커피전문점·파리바게뜨·배스킨라빈스·던킨도너츠 10% 결제일할인
테마파크: 어린이 직업체험 테마파크, 놀이공원 할인
도서: 서점·학습지 5% 결제일할인
영화: CGV 3,000원 할인
유의사항: 꼭 확인하세요!"
63,삼성페이 삼성카드 taptap,삼성카드,"10,000","10,000","삼성페이: 삼성 페이 10% 결제일할인
모든가맹점: 국내외 가맹점 0.3% 결제일 할인
통신: 이동통신요금 10% 결제일할인
영화: CGV·롯데시네마 5,000원 결제일할인
유의사항: 꼭 확인하세요!"
64,신세계이마트 삼성카드7,삼성카드,"18,000","20,000","쇼핑: 신세계백화점·이마트 제휴 혜택
적립: 국내 가맹점, 주유, 삼성전자 등 빅포인트 적립
할인: 영화, 세콤홈즈, 삼성미술관리움 등 할인
무이자할부: 주말 5만원 이상 결제 시 2~3개월 무이자할부"
65,삼성카드 2V3(아지냥이 Edition),삼성카드,,"20,000","선택형: 라이프스타일 옵션서비스
선택형: 자주 이용하는 1개 업종 선택 시 2,000원 결제일할인
대중교통: 대중교통·택시 10% 결제일할인
통신: 이동통신 10% 결제일할인
카페: 커피전문점 10% 결제일할인
해외: 해외 1.5% 할인
영화: 영화 5,000원 할인"
66,삼성카드 6V3,삼성카드,,"20,000","할인: 국내 가맹점 0.3% 결제일할인
마트/편의점: 할인점·슈퍼마켓 2,000원 결제일할인
주유: 주유 2,000원 결제일할인
쇼핑: 온라인쇼핑몰·홈쇼핑 2,000원 결제일할인
애완동물: 동물병원 2,000원 결제일할인
병원/약국: 병원·약국 1% 결제일할인
해외: 해외 1% 결제일할인
영화: 영화 5,000원 결제일할인
선택형: 나의 선택할인"
67,삼성카드 3V3(GS칼텍스),삼성카드,,"20,000","주유: GS칼텍스 리터당 주중 60원·주말 100원 결제일할인
푸드: 음식점·배달앱 주중 3%·주말 5% 결제일할인
택시: 택시 주중 5%·주말 3% 결제일할인
카페: 커피전문점 주중 5%·주말 3% 결제일할인
편의점: 편의점 주중 5%·주말 3% 결제일할인
온라인쇼핑: 온라인쇼핑몰 1% 결제일할인
해외: 해외 1% 결제일할인
영화: 영화 5,000원 결제일할인
테마파크: 놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인
선택형: 나의 선택할인"
68,삼성카드 3V3(SK에너지),삼성카드,,"20,000","주유: SK에너지 리터당 주중 60원·주말 100원 결제일할인
푸드: 음식점·배달앱 주중 3%·주말 5% 결제일할인
택시: 택시 주중 5%·주말 3% 결제일할인
카페: 커피전문점 주중 5%·주말 3% 결제일할인
편의점: 편의점 주중 5%·주말 3% 결제일할인
온라인쇼핑: 온라인쇼핑몰 1% 결제일할인
해외: 해외 1% 결제일할인
영화: 영화 5,000원 결제일할인
테마파크: 놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인
선택형: 나의 선택할인"
69,삼성카드 4V3(포인트),삼성카드,,"20,000","적립: 국내 가맹점 0.5% 빅포인트 적립
푸드: 음식점 1% 빅포인트 적립
병원/약국: 병원·약국 1% 빅포인트 적립
해외: 해외 1% 빅포인트 적립
쇼핑: 할인점·온라인쇼핑몰 1.5% 빅포인트 적립
주유: 주유 1.5% 빅포인트 적립
영화: 영화 5,000원 결제일할인
선택형: 나의 선택할인"
70,삼성카드 5V3,삼성카드,,"20,000","교육/육아: 학원·서점·학습지·인터넷강의 7% 결제일할인
쇼핑: 할인점·슈퍼마켓·온라인쇼핑몰 5% 결제일할인
카페/디저트: 커피전문점·제과점 10% 결제일할인
병원/약국: 병원·약국 500원·1,000원 결제일할인
해외: 해외 1% 결제일할인
영화: 영화 5,000원 결제일할인
테마파크: 놀이공원 할인 서비스
선택형: 나의 선택할인"
71,삼성카드 4V3,삼성카드,,"20,000","할인: 국내 가맹점 0.5% 결제일할인
푸드: 음식점 1% 결제일할인
병원/약국: 병원·약국 1% 결제일할인
해외: 해외 1% 결제일할인
쇼핑: 할인점·온라인쇼핑몰 1.5% 결제일할인
주유: 주유 1.5% 결제일할인
영화: 영화 5,000원 결제일할인
선택형: 나의 선택할인"
72,트레이더스신세계 삼성카드,삼성카드,"15,000","15,000","대형마트: 트레이더스 결제일할인
교육/육아: 학원·서점·학습지·인터넷강의 5% 결제일할인
통신: 이동통신 5% 결제일할인
카페: 커피전문점 5% 결제일할인
백화점: 신세계백화점 제휴 서비스
병원/약국: 병원·약국 5% 결제일할인(청구할인)"
73,카드의정석 NEW우리V카드,우리카드,"2,000","2,000","생활: 대형마트, 백화점, 주유 등 5% 청구할인
패밀리레스토랑: 아웃백, 애슐리, TGIF 등 25% 청구할인
카페/디저트: 탐앤탐스, 스타벅스 20% 청구할인
프리미엄 서비스: 통신, 영화, 놀이공원, 호텔 할인
금융: 우리은행 수수료 면제서비스
무이자할부: 할부전환서비스 / 무이자할부
유의사항: 꼭 확인하세요!"
74,All For Me카드,우리카드,,"10,000","생활: 주요 7대 업종 10~5% 청구할인
영화: 전국 영화관 3,000원 청구할인
카페: 커피 20% 청구할인
테마파크: 주요 놀이공원 자유이용권 50% 현장할인
패스트푸드: 치킨, 피자 10% 청구할인
유의사항: 꼭 확인하세요!"
75,KT 카드의정석 Super DC,우리카드,"20,000","25,000","통신: KT통신요금 할인
영화: 영화관 할인
카페: 커피전문점 할인
유의사항: 꼭 확인하세요!"
76,LGU+ 카드의정석 장기할부,우리카드,"15,000","20,000","통신: LGU+ 장기할부 및 청구할인
카페: 커피전문점 할인
패밀리레스토랑: 패밀리레스토랑 할인
OTT/영화/문화: 영화관 할인
테마파크: 놀이공원 할인
유의사항: 꼭 확인하세요!"
77,위비멤버스카드,우리카드,"10,000","12,000","모든가맹점: 국내 가맹점 0.7% 위비꿀머니 적립
쇼핑: 대형할인점, 면세점 1.5% 및 위비마켓 2% 위비꿀머니 적립
학원: 학원 1.5% 위비꿀머니 적립
통신: 이동통신 1.5% 위비꿀머니 적립
병원: 병의원 1.5% 위비꿀머니 적립
해외: 해외 이용금액 1.5% 위비꿀머니 적립
패스트푸드: 치킨/피자 10% 청구할인
영화: 전국 영화관 청구할인
카페: 스타벅스, 이디야, 폴바셋 10% 청구할인
여행/숙박: 프리미엄 투어 서비스
멤버십포인트: 위비멤버스 서비스
유의사항: 꼭 확인하세요!"
78,블루다이아몬드Ⅱ 카드,우리카드,"95,000","100,000","모든가맹점: 포인트형 특화서비스
항공마일리지: 마일리지형 특화서비스
바우처: GIFT VOUCHER (연 1회, 택 1회)
여행/숙박: Travel Service
생활: 치킨/피자 청구할인, 전국 영화관 청구할인
골프: 골프 우대 서비스
유의사항: 꼭 확인하세요!"
79,그랑블루Ⅱ카드,우리카드,,"95,000",유의사항: ※ 해당 카드는 신규 발급이 중단되었습니다. 
80,썸(SUM) 페이 카드,우리카드,,"10,000","간편결제: PAY(간편결제 서비스) 결제 시 7% 할인
생활: PAY 외 결제 시 5% 할인
영화: 전국 영화관 3천원 청구할인
푸드: 치킨/피자 10% 청구할인
기타: 카드 ""Touching"" 서비스 안내
해외: 해외이용 시 이용수수료 면제
유의사항: 꼭 확인하세요!"
81,위메프 우리카드,우리카드,"10,000","12,000","소셜커머스: 위메프 포인트 5% 적립
카페: 스타벅스(사이렌오더 포함) 50% 청구 할인
편의점: 편의점 업종 10% 청구 할인
유의사항: 꼭 확인하세요!"
82,우리 XGOLF 카드,우리카드,"13,000","15,000","쇼핑: Well Living: 백화점, 온라인 쇼핑, 대형할인점 모아포인트 1% 적립
통신: Well Living: 이동통신 모아포인트 1.5% 적립
병원: Well Living: 병원(동물병원 포함) 모아포인트 1.5% 적립
여행/숙박: Enjoy Living: 해외, 면세점, 여행사 ,항공사 모아포인트 1.8% 적립
골프: Enjoy Living: 골프 업종 3% 적립
프리미엄: 프리미엄 골프/라이프 서비스 제공
유의사항: 꼭 확인하세요!"
83,ONLY 나만의카드,우리카드,"13,000","15,000",유의사항: ※ 해당 카드는 신규 발급이 중단되었습니다. 
84,카드의정석 POINT,우리카드,"10,000","12,000","모든가맹점: 모아포인트 0.8%~5% 적립
통신: 이동통신 업종 모아포인트 5% 적립
대중교통: 대중교통 업종 모아포인트 5% 적립
자동차: 전기차 충전 모아포인트 5% 적립
카페: 스타벅스, 엔제리너스, 이디야 모아포인트 3% 적립
영화: CGV, 롯데시네마 모아포인트 3% 적립
쇼핑: 백화점, 할인점, 온라인쇼핑 모아포인트 1% 적립
주유: 주유 모아포인트 1% 적립
해외: 해외 가맹점 1% 적립
간편결제: 주요 간편결제 모아포인트 3% 추가적립
유의사항: 꼭 확인하세요!"
85,카드의정석 SHOPPING,우리카드,"10,000","12,000","쇼핑: 온·오프라인 쇼핑 10% 청구할인
간편결제: 온라인 업종 4대 PAY 결제 시 5% 추가할인
주유: 4대 주유소 주말 주유시 리터당 60원 청구할인
카페: 스타벅스, 폴바셋 10% 청구할인
금융: Two-in-One 결제서비스
유의사항: 꼭 확인하세요!"
86,카드의정석 DISCOUNT,우리카드,"10,000","12,000","모든가맹점: 모든 국내 가맹점 0.7~1% 청구할인
주유: S-OIL, 현대오일뱅크 리터당 60~100원 청구할인
대중교통: 대중교통 10% 청구할인
카페: 스타벅스, 폴바셋 10% 청구할인
금융: Two-in-One 결제서비스
유의사항: 꼭 확인하세요!"
87,DA@카드의정석,우리카드,"5,000","10,000","모든가맹점: 국내외 가맹점 1.3%~0.8% 청구할인
공항라운지/PP: 인천/김포/김해공항라운지 무료 이용 서비스 (MasterCard 브랜드로 발급 시 제공)
카페/디저트: 제과점 1.3% 청구할인
편의점: 편의점 1.3% 청구할인
대형마트: 수퍼마켓 1.3% 청구할인
병원/약국: 병원, 약국 1.3% 청구할인
쇼핑: 면세점, 해외이용금액 1.3% 청구할인
뷰티/피트니스: 뷰티 1.3% 청구할인
대중교통: 대중교통 1.3% 청구할인
항공권: 항공사 1.3% 청구할인
일반음식점: 음식점 1.3% 청구할인
렌탈 : 렌탈관련 이용금액 0.8% 청구할인
교육/육아: 교육관련 이용금액 0.8% 청구할인
육아관련 이용금액 0.8% 청구할인
OTT/영화/문화: 영화관련 이용금액 0.8% 청구할인
문화관련 이용금액 0.8% 청구할인
주유: 주유관련 이용금액 0.8% 청구할인
통신: 통신관련 이용금액 0.8% 청구할인
유의사항: 꼭 확인하세요!"
88,D4@카드의정석,우리카드,"9,000","10,000","교통: 대중교통 33% 청구할인
카페: 커피 4대 브랜드 통합 (스타벅스, 투썸플레이스, 커피빈, 폴바셋) 55% 청구할인
편의점: 편의점 11% 청구할인
영화: 영화관 5,500원 할인
유의사항: 꼭 확인하세요!"
89,우리Most카드,우리카드,"19,000","19,000","주유: SK네트웍스 Most 주유소 리터당 최대 200원 청구할인
자동차: CLUB Most 멤버십 서비스 제공 및 주차장 2,000원 청구할인
영화: 영화관 업종 5,000원 청구할인
테마파크: 놀이공원 본인 자유이용권 50% 현장할인
유의사항: 꼭 확인하세요!"
90,카드의정석 위비온 플러스,우리카드,"13,000","15,000",유의사항: ※ 해당 카드는 신규 발급이 중단되었습니다. 
91,카드의정석 PREMIUM POINT,우리카드,"110,000","110,000","적립: 전월이용 실적조건 없이 모아포인트 0.8~2% 적립
공항라운지/PP: 국내외 공항라운지 무료 이용 서비스
바우처: 프리미엄 기프트 서비스(연 1회, 택1)
프리미엄: 프리미엄 투어 서비스
주유: 현대오일뱅크, S-OIL 주유 및 충전 시 리터당 60원 청구할인
유의사항: 꼭 확인하세요!"
92,카드의정석 PREMIUM MILEAGE(SKYPASS),우리카드,"135,000","135,000","대한항공: 이용금액 1,000원당 대한항공 1~2 마일리지 적립
공항라운지/PP: 국내외 공항라운지 무료 이용 서비스
바우처: 프리미엄 기프트 서비스(연 1회, 택1)
프리미엄: 프리미엄 투어 서비스
주유: 현대오일뱅크, S-OIL 주유 및 충전 시 리터당 60원 청구할인
유의사항: 꼭 확인하세요!"
93,카드의정석 PREMIUM MILEAGE(AsianaClub),우리카드,"135,000","135,000","아시아나항공: 이용금액 1,000원당 아시아나항공 1.5~3 마일리지 적립
공항라운지/PP: 국내외 공항라운지 무료 이용 서비스
바우처: 프리미엄 기프트 서비스(연 1회, 택1)
프리미엄: 프리미엄 투어 서비스
주유: 현대오일뱅크, S-OIL 주유 및 충전 시 리터당 60원 청구할인
유의사항: 꼭 확인하세요!"
94,LoL CHAMPIONS KOREA 우리카드,우리카드,"10,000","12,000","모든가맹점: 모든 국내 가맹점 0.7%~1.0% 청구할인
주유: S-OIL, 현대오일뱅크 리터당 60~100원 청구할인 
대중교통: 대중교통 10% 청구할인
카페: 스타벅스, 폴바셋 10% 청구할인
유의사항: 꼭 확인하세요!"
95,갤러리아 씨티카드 프레스티지,씨티카드,"4,000","5,000","쇼핑: 갤러리아 백화점 3~5% 현장할인
갤러리아 백화점 무료주차권 제공, 무이자할부 제공
주유: 전국 모든 주유소(LPG충전소 포함) 4% 할인
통신: 통신 4% 할인
대형마트: 이마트 5% 할인
온라인쇼핑: G마켓, 옥션, 갤러리아몰 5~7% 할인
푸드: 아웃백, 스타벅스 10~20% 할인
영화: CGV, 메가박스 10~20% 할인
기타: 한화계열사 5~10% 할인
기타: 청구할인 서비스 유의사항
적립: 갤러리아 마일리지 서비스
1,000원당 1점 적립
프리미엄: 프리미엄 서비스
VISA PLATINUM 서비스
유의사항: 꼭 확인하세요!"
96,씨티 리워드,씨티카드,"8,000","10,000","모든가맹점: 국내외 모든 가맹점 0.5%~1.5% 기본 적립
특별 포인트 4%~20% 적립
무이자할부: 2~3개월 상시 무이자 할부 서비스
테마파크: 주요 놀이공원 30%~50% 할인
프리미엄: 브랜드 서비스
유의사항: 꼭 확인하세요!"
97,신세계 씨티 리워드,씨티카드,"8,000","10,000","쇼핑: 신세계백화점, 신세계 스타일마켓 3~5% 할인 전자 쿠폰 월 3~6매 제공
신세계 백화점, SSG.com, 신세계 식당가, 신세계 면세점 이용 시 5% 씨티 포인트 적립
모든가맹점: 국내외 모든 가맹점 0.5%~1.5% 기본 적립
특별 포인트 4%~20% 적립
무이자할부: 2~3개월 상시 무이자 할부 서비스
테마파크: 주요 놀이공원 30%~50% 할인
프리미엄: 프리미엄 서비스 및 브랜드 서비스 제공
유의사항: 꼭 확인하세요!"
98,신세계 씨티카드 콰트로,씨티카드,"2,000","5,000","쇼핑: 신세계백화점, 신세계 스타일마켓 3~5% 전자할인 쿠폰 제공(월 3~6매)
신세계백화점 무료주차권 제공, 2~3개월 무이자 할부 제공
쇼핑: 신세계 쇼핑 5% 할인
주유: 전국 모든 주유소(LPG, 충전소포함) 4% 할인
온라인쇼핑: SSG.com, G마켓, 옥션, 인터파크 7% 할인
병원/약국: 병원, 약국 5% 할인
통신: 통신 5% 할인
푸드: 아웃백, 스타벅스 20% 할인
영화: CGV/메가박스 20% 할인
프리미엄: 프리미엄 서비스 및 VISA PLATINUM 서비스 제공
유의사항: 꼭 확인하세요!"
99,신세계 씨티 플래티늄 아시아나,씨티카드,,"5,000","쇼핑: 신세계백화점, 신세계 스타일마켓 3~5% 전자할인 쿠폰 제공(월 3~6매)
신세계백화점 무료주차권 제공
아시아나항공: 아시아나 마일리지 적립
프리미엄: 프리미엄 서비스 및 VISA PLATINUM 서비스 제공
유의사항: 꼭 확인하세요!"
100,씨티 NEW 캐시백,씨티카드,"13,000","15,000","할인: 전월 실적, 적립한도 없이 국내외가맹점 사용금액 0.7% 캐시백 적립
온라인 쇼핑, 해외, 휴대폰요금 7% 캐시백 및 월 최대 2만 5천 캐시백 적립
기타: 씨티 캐시백 사용
프리미엄: 마스터/비자 브랜드 서비스
유의사항: 꼭 확인하세요!"
101,NEW 씨티 클리어,씨티카드,"4,000","5,000","대중교통: 매일 버스/지하철 이용 시 10% 청구할인
점심: 매일 전국 모든식당 및 레스토랑 5% 청구할인 (오전 11시~오후2시)
통신: 통신 7% 청구할인
쇼핑: 쇼핑 7% 청구할인
푸드: 다이닝 10% 청구할인
배달앱 7% 청구할인
영화: 영화 30% 청구할인
여행/숙박: 국내항공사, 국내면세점 5% 청구할인
도서: 서점 7% 청구할인
무이자할부: 2~3개월 상시 무이자 할부 서비스
테마파크: 주요 놀이공원 30%~50% 할인
유의사항: 꼭 확인하세요!"
102,씨티 NEW 프리미어마일 대한항공,씨티카드,"148,000","150,000","항공마일리지: 1,000원당 1 씨티NEW프리미어마일 적립
항공마일리지: 씨티NEW프리미어마일 전환 사용안내
PP: 전세계 공항 라운지 무료 이용(PP카드)
공항: 인천공항 다이닝 무료이용(명가의 뜰)
인천공항 무료교통 이용 서비스
프리미엄: 프리미엄 서비스 및 VISA SIGNATURE 서비스 제공
유의사항: 꼭 확인하세요!"
103,씨티 NEW 프리미어마일 아시아나,씨티카드,"148,000","150,000","항공마일리지: 1,000원당 1 씨티NEW프리미어마일 적립
항공마일리지: 씨티NEW프리미어마일 전환 사용안내
PP: 전세계 공항 라운지 무료 이용(PP카드)
공항: 인천공항 다이닝 무료이용(명가의 뜰)
인천공항 무료교통 이용 서비스
프리미엄: 프리미엄 서비스 및 VISA SIGNATURE 서비스 제공
유의사항: 꼭 확인하세요!"
104,대백 씨티카드 아인스,씨티카드,"4,000","5,000","쇼핑: 대구백화점 5% 전자할인 쿠폰, 무료주차권 제공
대구백화점 2~3개월 상시 무이자할부
생활: 쇼핑, 주유, 엔터테인먼트 등 4~20% 할인
프리미엄: 프리미엄 서비스 및 VISA PLATINUM 서비스 제공
유의사항: 꼭 확인하세요!"
105,이마트 KB국민카드,KB국민카드,"5,000","10,000","대형마트: 이마트 5~10% 청구할인
이마트 2~3개월 무이자할부 
학원: 학원업종 2~5% 청구할인
카페: 커피전문점 10% 청구할인
영화: 인터파크 영화예매 4,000원 청구할인
패밀리레스토랑: VIPS 15% 현장할인
유의사항: 꼭 확인하세요!"
